,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1875,4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,Far East Movement,68,1TuKgkCGIxiIns9Bc5XKRC,Free Wired,2010-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,216893
5031,4E0SwMbCpOG8KvPQzsw1o8,Days of Thunder,The Midnight,1,2fL4zyJw6GoPdimFUrmqEm,Days of Thunder,2014-07-15,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.47,0.834,0,-9.156,0,0.0368,6.54e-05,0.00095,0.372,0.184,162.91,324018
4277,4E35NIHOYy1kV01EFr04B0,Miss Me,Cadence Floria,40,6GqHJ7bnqGCDbaeRElXMpa,Miss Me,2019-12-01,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.63,0.37,1,-16.921,0,0.0642,0.721,0.722,0.203,0.158,130.045,212481
2995,4EAV2cKiqKP5UPZmY6dejk,Everyday,Logic,77,4F87p1aiFwHeU4uu65MaPV,Bobby Tarantino II,2018-03-09,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,204747
4295,4EBEYyRQ95GSqKXNbQnPP7,Holding Space,Luke Adamson,34,3mP7WNS7GA00kKZLyHFsDp,Holding Space,2019-11-29,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.87,0.38,4,-10.061,0,0.0511,0.0912,0.00266,0.173,0.73,120.038,201481
319,4ESPuOrSsRcBISzcMlzmY5,Sad (feat. Afrojack),Chico Rose,75,3iyLP2ce8hthgd4ygzLRJD,Sad (feat. Afrojack),2019-08-30,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,161280
5161,4EaO2XR7gWaHq8DW7nu1iY,Paris,Magic Man,53,1UBdVrk0aaya4VX1r0r3Un,Before the Waves,2014-07-07,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.472,0.881,2,-5.252,1,0.0524,0.0876,0.0,0.0698,0.502,178.858,232747
4279,4Ei5ahrpgejym2mVLpHjOJ,Adore You,Taura,38,4AFDxZx5TwZvV6znh7sn0B,Adore You,2019-11-15,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.703,0.687,8,-8.334,1,0.12,0.265,1.15e-06,0.306,0.557,139.786,209490
2280,4EnwhEyuVrC1CgvSur5YL4,"Bet On It - From ""High School Musical 2""/Soundtrack Version",Troy,61,04Xde0FJSo4LVQ1GE36t49,High School Musical 2,2007-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.812,0.67,5,-6.385,0,0.0565,0.0218,0.0,0.0518,0.439,137.038,198320
5239,4Ew97RRUndYLVMHvgJxIaU,Crawl,TENDER,25,36uRsDIqy2qooBY9gum3qC,Modern Addiction,2017-09-01,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.516,0.56,1,-6.955,1,0.0388,0.097,0.00963,0.0889,0.841,163.963,209067
5446,4ExbAn6QFTRUxml2SDVUBa,Skylines,Glades,16,7ieVTQg9uKDuq0SAv1ituV,Skylines,2016-10-14,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.628,0.84,11,-5.336,1,0.0418,0.00883,3.53e-05,0.14,0.455,95.013,206773
433,4EyjvMJ6llJ5stWDlwo8v6,Bitten By You,Monkey Majik,40,15fTuTLuGBLEjZCb35WZNQ,Bitten By You,2019-10-23,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.677,0.75,9,-5.824,1,0.033,0.14,0.000249,0.0363,0.967,114.958,242627
2951,4F1ODe06Zg6i276BkNtkGg,Violet Stars Happy Hunting! (feat. The Skunks) - EP Version,Janelle Monáe,34,3T3bJi3cvwR5U7ihwgEwF1,Metropolis: The Chase Suite (Special Edition),2008-08-12,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.678,0.913,9,-6.018,0,0.0884,0.069,0.0,0.0732,0.777,159.923,193573
3772,4F47yMP9WPb2MMvOUxNHKB,Be Like You - Dante Klein RMX,CVBZ,24,6kkz3mZGGv4ZAMSWqdEKrE,Be Like You (RMXZ),2017-04-28,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.597,0.715,7,-6.184,0,0.127,0.0226,0.0,0.224,0.506,95.134,164750
3380,4F66xJ0gHiqSoI2JoY5AzP,Por Ti,Morbo,18,3TALgDWfFnlYTvqYkOwJhh,Morbo,2001-01-01,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.738,0.823,2,-7.24,1,0.0317,0.0541,0.00125,0.221,0.886,112.057,206520
5435,4FI6qJdZGN83WyOnvDON8Q,Got My Love (feat. Lyon Hart),Sam Padrul,35,4lMNkQcZMOG4kMupoDUIe0,Got My Love (feat. Lyon Hart),2017-01-02,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.695,0.809,1,-5.141,1,0.0413,0.0645,0.0,0.0531,0.434,119.971,243841
4167,4FJQgzmWXgmYPvlmi8dg85,Takin' You For A Ride,Pandrezz,53,2ZV5zCY2tJBRn0EtLOj3gr,Chillhop Essentials Summer 2018,2018-06-20,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.811,0.406,7,-9.418,0,0.0458,0.629,0.845,0.107,0.367,92.097,141187
2115,4FP0feSGbkdt7DfT6YTM69,Dragostea Din Tei - Romanian Version,O-Zone,47,2iifr78POMc1ie6oL5TZuo,Dragostea Din Tei,2003-08-01,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.8,0.964,0,-3.858,1,0.0416,0.171,0.0,0.0624,0.699,130.083,216033
5495,4Fhlg7UFKHbvBZgsHu6K89,Don't Look Back,PREP,47,3OIj2UNONq6wra6N1jdXT9,Don't Look Back,2018-10-26,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.736,0.421,0,-9.469,0,0.05,0.396,0.00262,0.0875,0.496,75.013,271800
782,4Fqm5rqB0WMx0hPOwgRjFr,Dreams (Will Come Alive),2 Brothers On The 4th Floor,61,3us11hQQJX1JXSIOz98bGG,Dreams,1994,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.701,0.979,7,-4.861,0,0.048,0.00328,0.308,0.416,0.612,134.013,263163
5145,4FzTuLQ0vck9PBtw4kqJ8F,Metaphysical,Autograf,40,0qy4RnMR3DykfMqVMnNjB9,Metaphysical,2015-10-06,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.797,0.722,7,-6.846,0,0.0401,0.212,0.06,0.105,0.233,120.036,339000
4940,4G9addS7Yq5ihZBQLXG2Mj,I Don't Know My Name,Grace VanderWaal,63,4Sn8K9ra7LnrUFjcmQE2En,I Don't Know My Name,2016-11-18,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.548,0.221,0,-8.383,1,0.0401,0.775,0.0,0.109,0.457,140.649,148840
1410,4GAFlFLouTialsJv1kiKaC,Feeling So Good,Ashley Tisdale,56,2SeQhMEDBwMPuU1yykP2mh,Symptoms,2019-05-03,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.727,0.702,4,-6.19,1,0.131,0.0991,9.42e-06,0.739,0.525,110.005,187160
4352,4GKcaqt6PFor4siHXMO42e,Novocaine,The Unlikely Candidates,65,2CnxyJ5Rtq0KHLTXoN9eV5,Novocaine,2019-03-22,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.652,0.833,10,-4.898,1,0.0392,0.00191,0.000536,0.122,0.231,116.043,245240
1623,4GMCZUi6cVQJ5wPWwJ36rW,Underdog,You Me At Six,55,5FakgYrhpMRNbQ9OaAP9YU,Hold Me Down,2010-01-01,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.381,0.961,1,-3.614,1,0.0868,0.000949,0.000294,0.0531,0.787,156.068,143080
4369,4GR9MdPIvrkxcEJ4RUbxPk,Atoms - Said the Sky Remix,RL Grime,59,6jqYfL2en7nuHT7fYfBJQE,"NOVA (The Remixes, Vol. 1)",2018-12-07,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.519,0.742,3,-3.554,1,0.061,0.315,8.42e-05,0.0836,0.246,127.971,255117
3353,4Gf68vwxa69hCiXmJ1jvgj,Azúcar Amargo,Fey,61,6okRyANFqFxUmxBcGwRp9Y,Tierna La Noche,1996-06-04,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.682,0.948,7,-4.047,1,0.0308,0.0721,0.0,0.0589,0.634,130.058,281520
5082,4H7WNRErSbONkM06blBoGc,Stay,Post Malone,78,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,2018-04-27,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046,204427
1560,4HBvwhhYo7YiYXkUDrOHzS,Trampoline,SHAED,65,2ms8D5cy72qBtVnxKlXtP3,Melt (Deluxe),2019-12-27,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,184280
1641,4HSD7R7gdVaprM52HQbAkh,Finders Keepers,You Me At Six,0,4uC7zTuKQvssFjKEmLB8x3,Take Off Your Colours,2008,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.486,0.898,3,-1.742,1,0.055,0.000234,0.00142,0.343,0.381,121.995,194280
1039,4HTljKa4yPq5uIYFJa3a9N,Too Fragile,CIRRRCLE,27,69PRBVnwYN5A6pHA6njDu5,Too Fragile,2019-02-20,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.771,0.726,3,-5.942,1,0.129,0.067,0.0,0.39,0.627,110.981,156682
4841,4HZ4jOG7Rdzxpk1dDJBEot,Take It All,Sawyer Fredericks,43,36V5LnjwBt7GTm89aOnVA8,A Good Storm,2016-05-13,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.654,0.886,5,-5.29,1,0.0416,0.00689,0.0,0.136,0.626,94.014,220973
2093,4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train,82,1CwXS6MAz8Wo7K4TzW9iuR,"Save Me, San Francisco (Golden Gate Edition)",2010-12-01,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773
4091,4Hqlo1XhohWyonvWJ2U3Mn,Golden,Parade of Lights,48,4R3oHtT1imVg7n0Byt783d,Feeling Electric,2015-06-02,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.477,0.829,9,-5.057,1,0.144,0.0005,0.0,0.558,0.626,100.0,184567
1998,4I7JZeUvLMf83q6qIztQB4,Hungover You,Hazey Eyes,45,7kGYlIyyQ5NQ40DkHo56U0,Hungover You,2019-01-30,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.574,0.581,1,-6.529,1,0.132,0.147,0.000169,0.141,0.368,111.901,184186
263,4IAd7Vdwcc1E86P15tXjca,Only When It Rains,Frank Walker,52,1cCNxRCbzZyZPfWdNfXiHd,Only When It Rains,2019-03-29,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.792,0.724,11,-5.108,0,0.0362,0.219,0.0,0.0911,0.429,109.984,169000
3877,4ICSZfaKo9t9JRClVZwEpG,Waterfalls,THE WLDLFE,48,2WfdksuPQovEliEyLf9QUG,New,2016-03-03,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.67,0.558,7,-7.615,1,0.0266,0.0572,0.0196,0.106,0.437,106.081,269119
1244,4IIUaKqGMElZ3rGtuvYlNc,Wild Thoughts,DJ Khaled,15,6XMTRp9sURjgP9g23ppEri,Wild Thoughts,2017-06-16,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621,204664
2533,4IWAyPf1KMq7JCyGeCjTeH,Whatever It Takes,Imagine Dragons,18,5GlPAy2PRJW06GVFhKwGTl,Evolve,2017-06-23,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.675,0.649,1,-4.953,1,0.0315,0.0429,0.0,0.128,0.537,134.955,201240
4560,4IazOWzgfLB8MR5VIY368A,Cinema (feat. Gary Go) - Radio Edit,Benny Benassi,37,6NPb3Bb77dtZhnypL0W0fv,Electroman,2011,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.48,0.825,2,-2.549,1,0.0582,0.0645,0.0,0.263,0.369,129.9,182973
3480,4IhBhHVdPgC1QABBLCeK2o,My Darling Bullet,Freakangel,0,6NfwSi1td02TdADjCqoyhk,The Faults of Humanity (Japanese Limited Edition),2011-10-17,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.463,0.955,10,-5.705,0,0.0401,6.77e-05,0.682,0.33,0.308,140.012,260227
1982,4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,Alec Benjamin,78,6jKZplJpy21R5lHaYHHjmZ,Narrated For You,2018-11-16,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893
5184,4IoYz8XqqdowINzfRrFnhi,You Found Me,The Fray,74,3ibdlhMmbFPMYoWvwHCzI3,The Fray,2009-01-30,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853
4954,4IrwwrvilWDSEP38LUEcVl,Release Your Problems,Nick Murphy / Chet Faker,44,2ytxqdwQ0Hn9JeQmcIWHuh,Built on Glass,2014-04-14,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.529,0.436,8,-10.66,0,0.0707,0.365,0.000666,0.0641,0.185,119.583,192724
473,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,66,75dkh8s39e7txjNe9cODH3,Fun to The World,2018-06-26,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.725,0.94,5,-2.32,0,0.0435,0.115,0.00431,0.0864,0.905,127.051,208475
2151,4J4fFMrP25pj6uKOyTIpcG,Nobody To Love - Radio Edit,Sigma,0,2CwHACXpZSV2nRb1mtW4Tm,De Maxx Long Player 30,2014-06-30,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.446,0.903,8,-5.404,1,0.0418,0.000484,8.67e-06,0.164,0.169,175.021,185587
3862,4JV1uisNtkANI5qsIv0k7n,Workin' On It,Meghan Trainor,64,2JTk5A2zzjmg06JDGOqJWQ,Workin' On It,2019-10-31,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.631,0.466,1,-7.916,0,0.0463,0.482,0.0,0.213,0.321,135.817,181291
1820,4JaLkM90MJutDAl5jD9BZX,No Control,One Direction,67,4gCNyS7pidfK3rKWhB3JOY,FOUR (Deluxe),2014-11-17,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.558,0.916,1,-3.145,0,0.0839,0.0278,0.0,0.0296,0.85,142.984,199720
1243,4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,77,39P7VD7qlg3Z0ltq60eHp7,I AM...SASHA FIERCE,2008-11-14,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640
4427,4JiuLIWKkLH2iluzOhXh5Y,Flames (feat. Ruel),SG Lewis,61,79jCjSW0TiYcTKhJLeQ9Hk,Flames (feat. Ruel) [Lastlings Remix],2019-08-09,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.555,0.62,9,-5.822,0,0.118,0.0891,0.00306,0.107,0.371,193.924,216765
3577,4JsQkSOE4taeyhH3pv1een,Self Control,Laura Branigan,40,2bfvV9aRLN1BseXz4FbVnW,The Best Of Branigan,1995-06-06,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.807,0.799,6,-8.565,0,0.0343,0.206,0.00411,0.112,0.725,106.678,247147
4626,4JuJZzGcswQszYiKJSnC6i,I'll Be Good,Jaymes Young,65,6MuWCR3WPjwyKhqsTKLZ3z,Feel Something,2017-06-23,Intro to Indie Poptimism,6Ylmweq4pT7j3ScIv5uq1c,pop,indie poptimism,0.389,0.277,7,-10.757,1,0.0323,0.698,0.0,0.0966,0.125,89.32,247347
3107,4JuZQeSRYJfLCqBgBIxxrR,Ocean Eyes - Blackbear Remix,Billie Eilish,73,44OSkEmvHwdTFhPBCewIks,Ocean Eyes (The Remixes),2017-01-13,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.661,0.419,4,-9.807,0,0.0404,0.114,1.19e-05,0.0848,0.145,144.98,195307
1393,4Jwp3yjIQfudmjuctLQlfJ,No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,72KW8nIFEscnr5wwEQKVGS,No More (feat. Brenda Mullen) [Bottai Edit],2019-03-01,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55e-05,0.279,0.414,125.037,200640
4179,4KDunhuHObIb7pVYRNC2OH,Blue Light,SUN SILVA,40,1gxqzrNAeUCLiYlLX6mzbV,Blue Light,2018-09-03,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.506,0.61,4,-11.224,0,0.0407,0.00775,0.0938,0.18,0.382,147.455,222106
1441,4KLp7sKY2YCzaSQelZZjZr,Total Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),Glee Cast,62,2a3ZaGtvw7l3nqQL6Z2FEp,"Glee: The Music, Volume 3 Showstoppers",2010-05-18,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.513,0.662,8,-6.058,1,0.0293,0.195,0.0,0.101,0.261,134.128,264493
4204,4KMvfofdk7H9eMijiOWYag,Daydream,Eli Way,56,0FBkB6e7deadNGBxQCpQc0,Chillhop Essentials Spring 2019,2019-03-20,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.389,0.518,0,-11.343,0,0.0571,0.00861,0.275,0.144,0.44,90.017,224000
3089,4KZmeozm1jZ3nr0zfylVqb,You?,Two Feet,61,0MKvOjcZxFyCEyGb4RJ6uS,You?,2019-10-11,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.577,0.833,8,-5.911,1,0.0532,0.334,0.047,0.0627,0.166,104.957,168613
2005,4Kfz0zXPH8VcZyqKX27xQU,Love Me Too,Joseph Tilley,40,1EnXxSwNlaOYsWutXvMjgC,Love Me Too,2019-07-05,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.871,0.443,4,-9.471,1,0.25,0.687,0.000765,0.0985,0.779,127.974,202500
813,4KjXkB31IrgmVimunoVrts,Max Don´t Have Sex With Your Ex,E-Rotic,46,46uw8uMUqyfb4tRAGd2L89,Sex Affairs,2001-07-01,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.547,0.993,9,-5.565,0,0.0604,0.00786,0.00119,0.362,0.656,139.886,211040
3185,4KqunuQGZ25YDDSoZUnMR9,Are ‘Friends’ Electric?,Gary Numan,29,5rWJPV7LuFdlNMHVhGo1UO,Replicas Redux,2008-03-04,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.425,0.752,5,-9.841,1,0.0382,0.0314,0.265,0.148,0.417,94.131,325200
2153,4KuS9s0fuqLznp9AJTqTm7,I Loved You (feat. Melissa Steel),Blonde,55,7onuwN1E6MPBFMbG4WAOoS,I Loved You (feat. Melissa Steel),2014-11-28,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.647,0.792,10,-6.391,0,0.0504,0.16,0.0,0.0624,0.351,122.432,184705
3698,4KupOOlpiji7VTKLm6b8nA,Mesmerised,Scenic,0,3Q34c44Fm10nkdtagXHprL,Shockwaves,2013-09-13,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,pop,electropop,0.617,0.896,7,-5.702,1,0.0424,0.014,0.13,0.0801,0.706,116.978,223927
3114,4KymXbJweU4DZGKLy3JR0p,Stronger,Prismo,60,69Iohe9im7tmyCZfvQUUMN,Stronger,2017-12-09,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.623,0.783,9,-7.042,0,0.0885,0.0106,8.53e-05,0.0944,0.426,140.013,212576
4947,4L0HMiE70JyFSfOsnoHGbj,C O O L - Radio Edit,Le Youth,51,1rOch2rJkCzdRUdGql31Hv,C O O L,2013-06-28,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.735,0.759,1,-6.914,0,0.0449,0.0242,0.185,0.0966,0.77,109.982,214347
1983,4L4c5BHrDWFucpAv8uO1kr,Perfect,Brooke Alexx,26,4jJD3EzkXsFnIMDU1dJtQp,Me,2019-09-05,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.859,0.557,7,-5.907,0,0.053,0.289,8.13e-05,0.12,0.56,121.977,142859
3663,4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,Richard Marx,75,0Zf6FJVyK6qUxmg1WMNruG,Repeat Offender,1989-01-01,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.395,0.252,0,-13.589,1,0.0301,0.8,0.0,0.101,0.126,177.679,264333
4240,4LPraPfByX8L6YuqmJ4DJX,Home,Tom Misch,47,5IW5ko3B1W5doRD3YH9DV8,Beat Tape 2,2015-08-28,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.763,0.327,9,-7.563,1,0.031,0.364,0.866,0.124,0.556,114.014,268438
3503,4LbO2pzBtVQnHvrYEIwNPO,Over And Done,Deine Lakaien,0,68jejj30P8etUozTOwUOl3,Over And Done,2005-01-01,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.625,0.887,9,-6.201,0,0.0724,0.452,0.000967,0.278,0.357,125.006,266213
5181,4Lora6205JbkK6BJlttlRH,The Lost Boy (feat. Skizzy Mars),Lostboycrow,23,35opEHzWWVbEKj92tEU24n,Sigh for Me,2016-01-15,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.721,0.567,0,-6.733,1,0.0412,0.378,0.0,0.349,0.23,143.995,242609
2071,4LyvsPgJtjUQQtw0FJ6Jys,So What,P!nk,67,7xA4yujjiiATLqcG8QC2Ix,Funhouse (Deluxe Version),2008-10-24,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.537,0.866,11,-3.08,0,0.0445,0.000308,1.38e-06,0.382,0.416,126.003,215160
4616,4LzerfwcaWCoLkCNJwNwBd,Chills,Down With Webster,18,2pOjum13c3oc3nIGIs4vb7,Chills,2013-12-17,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.528,0.844,2,-5.095,1,0.16,0.0761,0.0,0.133,0.581,148.018,208026
602,4M8x1TR36VMQMFMbGCdoyA,Back & Forth,MK,72,2WqGsuxmIREkcArxbp5IK0,Back & Forth,2018-09-07,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.684,0.816,10,-5.211,0,0.0322,0.0181,0.0,0.0222,0.702,121.993,196215
3623,4MFoiFTkO0y3KIy9aBe2bS,Funkytown,Lipps Inc.,0,25TLSb4Av7xMeHg3QKTyJv,Floorfillers – 80s Dance Classics,2015-08-28,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.905,0.514,0,-12.124,1,0.0686,0.00087,0.376,0.108,0.407,122.44,238107
4099,4MIPNDbxVPWdLwH6A4nsiY,There's Still A Light In The House,Valley,61,2H1daV65dzHfSoYda0wqjB,MAYBE,2019-09-17,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.62,0.655,4,-8.525,1,0.0455,0.024,4.19e-05,0.301,0.335,109.987,203107
3417,4MdvgmBT9wxfpgFziA7ZHl,Es Imposible No Puede Ser,Megabeat,24,6DQpRhxDamnYi95t6rY3I6,Sonido De Valencia - 1990 - 1999,2009-11-09,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.717,0.96,11,-8.446,0,0.0395,0.36,0.781,0.0736,0.822,125.83,257813
4495,4MthqsBXn15DUWzjR1mi4l,Say the Word,Emily Vaughn,33,68x76NQWqqRCHJPonRrZIt,Say the Word,2018-08-31,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.604,0.724,5,-4.532,1,0.146,0.0693,0.0,0.07,0.419,180.097,202667
4830,4NFoWbS7vtaeB2h4DexoFk,Millionaire (feat. Nelly) - Alan Walker Remix,Cash Cash,7,5v8cV23yoSAH9fiuW3E2VN,Millionaire (feat. Nelly) [Alan Walker Remix],2016-09-02,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.602,0.807,5,-4.577,1,0.0545,0.0186,0.0,0.148,0.424,96.044,189338
4388,4NK49OnNDP3oJcTGs89XSg,Beggar's Song,Matt Maeson,56,3IQhe9N4j1tXTwKlhT2FsL,Bank On The Funeral,2019-04-05,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.446,0.456,6,-7.338,1,0.054,0.595,0.0,0.0752,0.27,145.056,235053
